"","asc1","desc1","asc2","desc2","tran12","tran21","p"
"451",0.00395396418822328,0.00190894861051537,0.174387041711784,0.101320549041472,0.0541309177030298,0.034457702000406,-381.138678255089
"452",0.00218719717284274,0.00670965473713839,0.117143451155776,0.112439302870119,0.0534251689387841,0.0349603141739432,-379.67183576719
"453",0.00154296883813878,0.00341645348608938,0.140157273503232,0.090830622522404,0.0457933360894922,0.0212051840704927,-376.994194329218
"454",0.000587464064345905,0.0033143351702008,0.139156018563564,0.125833416796619,0.0450701659335489,0.0140463572745269,-377.236814562442
"455",0.00474661157491765,0.00121469887522418,0.104799799740502,0.0861826164059492,0.0459767195231099,0.0214705362912724,-379.191277865684
"456",0.000535377767349731,0.000600960379889562,0.0996448244744494,0.152584306947658,0.0585086447099465,0.0136129715101989,-382.249193919522
"457",0.00119739225474581,0.00144802526219611,0.142539550747498,0.106805224681078,0.0196799886376832,0.0159952938635223,-380.026702380634
"458",0.000648349476269547,0.000513143697408759,0.0927031407829944,0.161166853571552,0.0210829657576421,0.0191913123165467,-381.281992020259
"459",0.00224562230572449,0.00330134699940128,0.129463460477173,0.121198777839729,0.0218880506390947,0.0263354101179356,-380.568139375685
"460",0.00436686972744666,0.00160556830957157,0.132638734941381,0.137533727495024,0.0334327180536321,0.0226403960769972,-377.73780063532
"461",0.0025266597139829,0.00039208087271118,0.128286172092333,0.106075252902006,0.0409305760912786,0.0263930748981463,-376.691870879995
"462",0.00628481843347149,0.00255195293202819,0.119527660827512,0.1305435736393,0.0460230118055121,0.0362027107594375,-380.910056912039
"463",0.00347565507464669,9.3276069308344e-05,0.168682915100897,0.0829227867196366,0.0448731219484079,0.0335431456497545,-382.008737185904
"464",0.00330892915471019,0.00627335095840372,0.149955214665745,0.100772638475143,0.0494998195938437,0.0346729273972047,-379.779433318199
"465",0.00401092708778849,0.00266490342810213,0.124588361034158,0.0890293906015953,0.0377303868885981,0.0355288082557281,-380.719054621237
"466",0.000760798176536985,0.000588428151654773,0.143234194449678,0.136380363826347,0.0404589196034234,0.0359719756650493,-379.033277396276
"467",0.000896003770245413,0.00176767033933798,0.128305587409194,0.0908038306484725,0.0472351867657136,0.0287237382170629,-376.949518397443
"468",0.00111057200236785,0.00732632281521759,0.114555099429473,0.0916719181118085,0.0507518705517523,0.0302334526849299,-378.857633452043
"469",0.00818439642228593,0.002149599372418,0.126471739316022,0.0805260362376122,0.0378456616831925,0.0196245687417564,-380.118264265792
"470",0.00614359690564559,0.00401448639995936,0.12355445812342,0.115702914487567,0.0436876958533853,0.0178594797028037,-377.880206388527
"471",0.00611184464992157,0.00110429378522436,0.134364935648098,0.1021712889696,0.0292251911209068,0.0173899722574274,-378.770107658385
"472",0.00875227624233836,0.000923989121717646,0.112371133040133,0.0919245490256474,0.0349397301647641,0.0237554273776141,-379.963386301621
"473",0.00669720595798379,0.00401679866251529,0.0930875782824117,0.106473233814798,0.0389446415581344,0.0136400835800705,-380.465514739434
"474",0.00248169931597574,0.00438224043832511,0.102145321537912,0.105816563183703,0.0313605423168738,0.0240016691950333,-378.225751148467
"475",0.000866986134794299,0.00554180794170489,0.131281925697981,0.123635349077371,0.0495820817913988,0.0212637827546619,-376.637449979527
"476",0.0056163753813907,0.00167019485325279,0.154067793737983,0.131139902346422,0.0297163654064262,0.0137646966205759,-379.797563140244
"477",0.00070474559083141,0.00640880397647601,0.0987033933091356,0.141840249335727,0.0307303147858284,0.0203450326114137,-378.3181089295
"478",0.000454832407689576,0.00454200799138409,0.127426497698538,0.105111271077124,0.0451427980984552,0.013411628893433,-377.731536796968
"479",0.00174451525301337,0.00367183296930964,0.139260394942125,0.114179049597418,0.0295874680200985,0.0180978339546139,-376.993612681539
"480",0.00199854103189206,0.00630502954164441,0.110160715586376,0.158426632807575,0.0308200163886516,0.0208139857718932,-379.242640211247
"481",0.00217736499044939,0.00198117770320989,0.139038657865934,0.147955467322478,0.0504189854243629,0.0289513809154276,-378.313953147528
"482",0.00101406211707473,0.00311699513719447,0.150526395334668,0.0812061778738217,0.0401688307440747,0.0290703561881691,-378.73810809311
"483",0.000209327950373993,0.00149715035544246,0.11187308169493,0.101470862117176,0.0352874423201081,0.0171179994561986,-376.296833745848
"484",0.000898319571113238,0.000732980298630084,0.143379603090117,0.147598417125179,0.0356324703929776,0.0190527940833552,-376.995417619895
"485",9.6923387583919e-05,0.00126496930518386,0.156095105044198,0.139924641092743,0.0440935387344935,0.0264532015520117,-376.871383538663
"486",0.0014031090959921,0.00526324370005712,0.141685875391306,0.145191195841272,0.0319393340453533,0.0229498502019943,-378.109047120249
"487",0.00126183005558887,0.00241350891012684,0.148892612200133,0.125849896213404,0.0486684373014249,0.020345320226511,-376.607380441878
"488",0.000839534208244291,0.00107761559422563,0.133257593954997,0.123909190375196,0.0441913980826935,0.022208491812681,-375.550307409966
"489",0.00273594493040999,0.0020692352138555,0.122336512286394,0.130265991648908,0.0491617157559961,0.0278970115049724,-377.33903125458
"490",0.0014613960132309,0.00227977184356409,0.146677625481024,0.112849619969604,0.0545023726829881,0.0286281571475647,-377.213142149876
"491",4.69919032794181e-05,0.000164953688881097,0.0946504509903193,0.108276010329313,0.0398482956187945,0.0153147533653386,-378.035197964075
"492",0.00558981304626197,0.00254664239329068,0.157920323873525,0.119213371775165,0.0306653175083202,0.0230681911673415,-379.398882474781
"493",0.00307592272017304,0.00102728854430226,0.153519024876618,0.12030266680024,0.0612550835185652,0.0269486938360422,-378.917300164205
"494",0.00279944269467929,0.00193549361397622,0.147268101188907,0.102319680603896,0.0553925738708492,0.0309799154955966,-378.248541113735
"495",0.00672192212212592,0.0055888817137144,0.11128418405732,0.120671703172294,0.0565502040495679,0.0272487995820446,-380.307434484784
"496",0.00494129090506465,0.00559495970259785,0.158154343482403,0.10702795357293,0.0293176034791091,0.0230522729379678,-379.960168681154
"497",0.00632961657916726,0.00590461232383614,0.156726212689541,0.110087416789354,0.0563442003727075,0.0272484023135613,-380.449554567814
"498",0.00490393894261779,0.0074886450369036,0.110859431626188,0.110176848443411,0.0491551698264712,0.0264556390943625,-379.172647175177
"499",0.00018874637440682,0.0136315428009658,0.0982995711836483,0.100676059295034,0.0429596930121556,0.0158941971311526,-380.03984872534
"500",0.00185444366243684,0.00635305547458516,0.121228551648729,0.121044768399411,0.0318323223733447,0.0216329057129336,-377.090892593663
"4511",0.00145941146017383,5.44859535722483e-05,0.103391299950944,0.139899731918712,0.056556580528144,0.0192033179095212,-383.063538265341
"4521",8.42586632268101e-05,0.00109926073573841,0.172868780310288,0.116854845328621,0.0537569343558778,0.0258241595450254,-381.572431648592
"4531",0.000541199266670299,0.00167072373584289,0.115435503438028,0.0951566718066543,0.0465900552374538,0.0258123980944425,-380.850092578676
"4541",0.00389888556099707,0.00268126082637649,0.132413564590894,0.137981616481056,0.0507633254003065,0.0223105443438904,-381.585504576826
"4551",0.000683516084242697,0.000138777607316573,0.148214427501633,0.112950958993188,0.0373145257922931,0.0240512258850143,-380.446606669711
"4561",0.00129665817958754,0.0111739773559714,0.124733916191916,0.118085557993006,0.0432061002342465,0.0204281590677379,-381.682904510362
"4571",0.00110591362462044,0.0117202968913941,0.158804961517107,0.127335471285171,0.0401040093591409,0.0232455464438535,-382.56100088244
"4581",0.00690107658372464,0.00499426031160869,0.124041536476723,0.130111730144127,0.0400245743944251,0.0155549608309528,-382.733543556017
"4591",0.0121564922953929,0.00854535675527579,0.116982941189728,0.137491221555309,0.0255832809063845,0.0150084835149425,-386.494292614331
"4601",0.00947747991412457,0.00295983866260698,0.145406949198791,0.12821008826104,0.0300127421513159,0.0198274890034429,-383.83602670957
"4611",0.00808753957171613,0.0015826239797536,0.126000861510502,0.133965253651353,0.0487724804506521,0.0254497652527785,-382.911792024164
"4621",0.00157601948934222,0.000222457008953767,0.107827561747654,0.130308172603934,0.0455318467226573,0.0247521443941969,-381.004449695265
"4631",0.000503245804303983,0.00750693611973505,0.106440594683156,0.120383026450971,0.0426981839538108,0.0185935412528649,-381.491661564264
"4641",0.00039005512788471,0.00361495538815619,0.146391073105775,0.173465462045192,0.0468114583149514,0.0179401408389671,-383.475771183885
"4651",0.00166601273449234,0.00497250958783206,0.0997695389182964,0.166581086773508,0.0263623460660918,0.0192109049264046,-384.386921503224
"4661",0.00418843476642954,0.0027840020313501,0.119954675272386,0.144312165097017,0.0478572124786181,0.0255541846346244,-382.268841195529
"4671",0.00593343767167572,0.00403359071594778,0.126643241033193,0.134350857098381,0.0421970132234182,0.0234120711787095,-382.03484859548
